JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456014.40116,13.577,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456014.40392,13.545,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.176,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456014.40617,13.568,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.180,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456014.40840,13.552,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.184,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456014.41064,13.533,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.188,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456014.41288,13.548,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.192,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456014.41514,13.556,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.196,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456014.41744,13.545,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.201,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456014.41970,13.544,0.003,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.206,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456014.42196,13.550,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.211,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456014.42420,13.553,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.217,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456014.42718,13.570,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.224,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456014.42944,13.541,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.231,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456014.43172,13.546,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.237,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456014.43395,13.556,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.244,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456014.43619,13.567,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.250,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456014.43843,13.568,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.258,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456014.44066,13.570,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.265,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456015.31622,13.537,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456015.31856,13.538,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.521,,HU CNC,AAVSO,STD,,,,
2456015.32082,13.533,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.182,Z,,11.524,,HU CNC,AAVSO,STD,,,,
2456015.32308,13.537,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.178,Z,,11.537,,HU CNC,AAVSO,STD,,,,
2456015.32530,13.547,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456015.32756,13.546,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.171,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456015.32981,13.533,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.33207,13.541,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.33433,13.545,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456015.33656,13.535,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456015.33893,13.543,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.536,,HU CNC,AAVSO,STD,,,,
2456015.34120,13.530,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.34347,13.538,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456015.34575,13.536,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456015.34802,13.541,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456015.35028,13.557,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456015.35257,13.541,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.35480,13.539,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456015.35712,13.537,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.35940,13.543,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.36167,13.538,0.004,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.36389,13.551,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456015.36614,13.531,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.36840,13.540,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.37065,13.546,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456015.37290,13.537,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456015.37517,13.529,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.37747,13.527,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456015.37975,13.550,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.526,,HU CNC,AAVSO,STD,,,,
2456015.38201,13.561,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.525,,HU CNC,AAVSO,STD,,,,
2456015.38430,13.534,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.531,,HU CNC,AAVSO,STD,,,,
2456015.38662,13.545,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456015.38904,13.536,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.39128,13.548,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.163,Z,,11.518,,HU CNC,AAVSO,STD,,,,
2456015.39354,13.552,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456015.39581,13.541,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456015.39808,13.537,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456015.40034,13.552,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.175,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456015.40261,13.537,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.529,,HU CNC,AAVSO,STD,,,,
2456015.40488,13.530,0.018,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.182,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.40714,13.546,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.186,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.40940,13.532,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.531,,HU CNC,AAVSO,STD,,,,
2456015.41163,13.540,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.195,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456015.41511,13.542,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.202,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.41738,13.541,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.207,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.42018,13.545,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.214,Z,,11.523,,HU CNC,AAVSO,STD,,,,
2456015.42271,13.548,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.220,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.42496,13.549,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.226,Z,,11.520,,HU CNC,AAVSO,STD,,,,
2456015.42721,13.529,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.232,Z,,11.522,,HU CNC,AAVSO,STD,,,,
2456015.42944,13.548,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.238,Z,,11.528,,HU CNC,AAVSO,STD,,,,
2456015.43168,13.550,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.245,Z,,11.527,,HU CNC,AAVSO,STD,,,,
2456015.43395,13.547,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.252,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456017.31687,13.506,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.530,,HU CNC,AAVSO,STD,,,,
2456017.31919,13.506,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.176,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456017.32145,13.518,0.035,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456017.32371,13.487,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.169,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456017.32593,13.519,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.166,Z,,11.537,,HU CNC,AAVSO,STD,,,,
2456017.32819,13.516,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.164,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456017.33045,13.501,0.042,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.532,,HU CNC,AAVSO,STD,,,,
2456017.33270,13.538,0.060,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456017.33496,13.503,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.157,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456017.33720,13.489,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456017.33947,13.517,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.531,,HU CNC,AAVSO,STD,,,,
2456017.34178,13.527,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.535,,HU CNC,AAVSO,STD,,,,
2456017.34410,13.508,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456017.34639,13.506,0.031,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456017.34865,13.515,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456017.35092,13.474,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456017.35321,13.503,0.043,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456017.35545,13.509,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.533,,HU CNC,AAVSO,STD,,,,
2456017.35772,13.498,0.042,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456017.35997,13.501,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.543,,HU CNC,AAVSO,STD,,,,
2456017.36224,13.481,0.054,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.534,,HU CNC,AAVSO,STD,,,,
2456017.36446,13.478,0.030,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456017.36672,13.472,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456017.36899,13.530,0.056,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456017.37123,13.500,0.049,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456017.37348,13.489,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456017.37575,13.479,0.040,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456017.37806,13.471,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456017.38032,13.510,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456017.38259,13.472,0.031,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.160,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456017.38488,13.469,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.162,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456017.38716,13.526,0.038,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.165,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456017.38951,13.506,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.167,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456017.39176,13.508,0.043,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.170,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456017.39401,13.473,0.022,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456017.39628,13.517,0.035,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456017.39856,13.499,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.181,Z,,11.533,,HU CNC,AAVSO,STD,,,,
2456017.40080,13.477,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.185,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456017.40308,13.486,0.016,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.189,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456017.40535,13.518,0.029,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.193,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456017.40761,13.469,0.042,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.198,Z,,11.542,,HU CNC,AAVSO,STD,,,,
2456017.40988,13.506,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.202,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456017.41210,13.511,0.042,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.207,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456017.41436,13.475,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.213,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456017.41658,13.528,0.073,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.218,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456017.41887,13.478,0.055,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.224,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456017.42116,13.511,0.054,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.230,Z,,11.548,,HU CNC,AAVSO,STD,,,,
2456017.42342,13.522,0.057,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.237,Z,,11.541,,HU CNC,AAVSO,STD,,,,
2456017.42568,13.528,0.067,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.243,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456017.42791,13.470,0.026,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.250,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456022.31742,13.358,0.020,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456022.31906,13.356,0.049,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.159,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456022.32057,13.339,0.005,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.158,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456022.32209,13.335,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.156,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456022.32359,13.343,0.037,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.32508,13.362,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456022.32657,13.350,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.558,,HU CNC,AAVSO,STD,,,,
2456022.32809,13.377,0.031,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.564,,HU CNC,AAVSO,STD,,,,
2456022.32960,13.372,0.030,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456022.33111,13.386,0.030,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.33260,13.397,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.33412,13.375,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456022.33712,13.400,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.551,,HU CNC,AAVSO,STD,,,,
2456022.33864,13.377,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456022.34016,13.375,0.052,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456022.34166,13.341,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456022.34318,13.355,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.566,,HU CNC,AAVSO,STD,,,,
2456022.34469,13.357,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456022.34620,13.350,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456022.34773,13.368,0.012,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.568,,HU CNC,AAVSO,STD,,,,
2456022.34923,13.377,0.011,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456022.35075,13.351,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456022.35225,13.350,0.002,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.569,,HU CNC,AAVSO,STD,,,,
2456022.35378,13.346,0.028,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.35529,13.358,0.044,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.546,,HU CNC,AAVSO,STD,,,,
2456022.35677,13.365,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456022.35829,13.350,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456022.35979,13.359,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.549,,HU CNC,AAVSO,STD,,,,
2456022.36130,13.349,0.043,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456022.36282,13.350,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.154,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456022.36430,13.322,0.083,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.37030,13.337,0.007,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.161,Z,,11.547,,HU CNC,AAVSO,STD,,,,
2456022.37633,13.351,0.034,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.168,Z,,11.553,,HU CNC,AAVSO,STD,,,,
2456022.37786,13.360,0.028,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.170,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456022.37940,13.338,0.060,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.172,Z,,11.568,,HU CNC,AAVSO,STD,,,,
2456022.38092,13.341,0.058,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.174,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456022.38241,13.318,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.177,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456022.38394,13.325,0.001,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.179,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456022.38547,13.301,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.182,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456022.38699,13.323,0.024,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.184,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456022.38847,13.318,0.067,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.187,Z,,11.552,,HU CNC,AAVSO,STD,,,,
2456022.38997,13.321,0.038,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.190,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456022.39149,13.291,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.193,Z,,11.568,,HU CNC,AAVSO,STD,,,,
2456022.39299,13.283,0.027,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.196,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456022.39449,13.326,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.199,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456022.39600,13.314,0.025,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.202,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456022.39752,13.283,0.039,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.205,Z,,11.550,,HU CNC,AAVSO,STD,,,,
2456022.39902,13.278,0.049,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.209,Z,,11.565,,HU CNC,AAVSO,STD,,,,
2456022.40054,13.286,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.212,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.32103,13.360,0.021,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.150,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456026.32334,13.366,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456026.32560,13.380,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.32786,13.364,0.013,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.560,,HU CNC,AAVSO,STD,,,,
2456026.33008,13.368,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456026.33234,13.362,0.015,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.557,,HU CNC,AAVSO,STD,,,,
2456026.33459,13.359,0.008,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.147,Z,,11.554,,HU CNC,AAVSO,STD,,,,
2456026.33684,13.374,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.556,,HU CNC,AAVSO,STD,,,,
2456026.33909,13.364,0.009,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.148,Z,,11.563,,HU CNC,AAVSO,STD,,,,
2456026.34134,13.362,0.014,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.562,,HU CNC,AAVSO,STD,,,,
2456026.34362,13.344,0.019,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.149,Z,,11.561,,HU CNC,AAVSO,STD,,,,
2456026.34588,13.366,0.023,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.151,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456026.34815,13.370,0.010,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.152,Z,,11.555,,HU CNC,AAVSO,STD,,,,
2456026.35041,13.375,0.017,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.153,Z,,11.559,,HU CNC,AAVSO,STD,,,,
2456026.35267,13.366,0.006,,V,ATE,,ENSEMBLE,115,6836DVU,,0,1.155,Z,,11.556,,HU CNC,AAVSO,STD,,,,
